,name,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,Company,YEAR
18495,Chain Lightning (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11.0,"1996, April",,DC,1996.0
18496,Gaius Marcus (New Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,11.0,"1996, September",,DC,1996.0
18497,Giz (New Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"1996, January",,DC,1996.0
18498,Camorouge (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,11.0,"1995, January",,DC,1995.0
18499,Lilhy (New Earth),Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,11.0,"1995, February",,DC,1995.0
18500,Mongal (New Earth),Public Identity,Bad Characters,Red Eyes,Brown Hair,Female Characters,,Deceased Characters,11.0,"1995, September",,DC,1995.0
18501,Mope-Stattor Neer (New Earth),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,"1995, November",,DC,1995.0
18502,Savitar (New Earth),Secret Identity,Bad Characters,Black Eyes,Blue Hair,Male Characters,,Deceased Characters,11.0,"1995, December",,DC,1995.0
18503,Talbot Cantrip (New Earth),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,11.0,"1995, July",,DC,1995.0
18504,Charybdis (New Earth),Secret Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,11.0,"1994, August",,DC,1994.0
18505,Hippolyta Milton (New Earth),Public Identity,Neutral Characters,Purple Eyes,Purple Hair,Female Characters,,Living Characters,11.0,"1994, March",,DC,1994.0
18506,Kako (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1994, February",,DC,1994.0
18507,Massacre (New Earth),Secret Identity,Bad Characters,White Eyes,Grey Hair,Male Characters,,Deceased Characters,11.0,"1994, February",,DC,1994.0
18508,Ashel Sabian Formanta (New Earth),,Good Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,"1993, December",,DC,1993.0
18509,Etienne Du Vipere (New Earth),Public Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1993, February",,DC,1993.0
18510,Gigantus (New Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,11.0,"1993, December",,DC,1993.0
18511,Lissik (New Earth),,Bad Characters,,,Female Characters,,Deceased Characters,11.0,"1993, August",,DC,1993.0
18512,Meanstreak (New Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,11.0,"1993, August",,DC,1993.0
18513,Andreas Havoc (New Earth),,Bad Characters,,,Male Characters,,Living Characters,11.0,"1992, September",,DC,1992.0
18514,Creighton Kendall (New Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,11.0,"1992, June",,DC,1992.0
18515,James Flint (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,11.0,"1992, October",,DC,1992.0
18516,Babe Tanaka (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1991, August",,DC,1991.0
18517,Daniel Hall (New Earth),Secret Identity,Neutral Characters,White Eyes,White Hair,Male Characters,,Living Characters,11.0,"1991, January",,DC,1991.0
18518,Dawg (New Earth),Public Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Deceased Characters,11.0,"1991, December",,DC,1991.0
18519,Destruction (New Earth),Secret Identity,Neutral Characters,,Red Hair,Male Characters,,Living Characters,11.0,1991,,DC,1991.0
18520,Hercules (New Earth),,Neutral Characters,,Black Hair,Male Characters,,Living Characters,11.0,"1991, September",,DC,1991.0
18521,Hyper-Adapter (New Earth),Public Identity,Bad Characters,,,Genderless Characters,,Living Characters,11.0,"1990, August",,DC,1990.0
18522,Artemis (Female Furies) (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1989, November",,DC,1989.0
18523,Choronzon (New Earth),,Bad Characters,,,Male Characters,,Living Characters,11.0,"1989, April",,DC,1989.0
18524,Cleric (New Earth),Public Identity,Good Characters,Red Eyes,White Hair,Male Characters,,Deceased Characters,11.0,"1989, May",,DC,1989.0
18525,Corinthian (New Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,11.0,"1989, November",,DC,1989.0
18526,Donald Campbell (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,11.0,"1989, April",,DC,1989.0
18527,Mai Miyazaki (New Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,11.0,"1989, October",,DC,1989.0
18528,Mighty Bruce (New Earth),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"1989, January",,DC,1989.0
18529,Phyllis Haller (New Earth),Public Identity,Good Characters,,Blond Hair,,,Living Characters,11.0,"1989, December",,DC,1989.0
18530,Rodger Bach (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"1989, July",,DC,1989.0
18531,Thomas Longacre (New Earth),,Good Characters,,,Male Characters,,Living Characters,11.0,"1989, January",,DC,1989.0
18532,William Lefferts (New Earth),,Good Characters,,Blond Hair,Male Characters,,Living Characters,11.0,"1989, January",,DC,1989.0
18533,Yggdrasil (New Earth),Secret Identity,Good Characters,,,,,Living Characters,11.0,"1989, November",,DC,1989.0
18534,Cheryl Constantine (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11.0,"1988, April",,DC,1988.0
18535,Jack Wyznowski (New Earth),,Good Characters,,,Male Characters,,Living Characters,11.0,"1988, August",,DC,1988.0
18536,Kestrel (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11.0,"1988, October",,DC,1988.0
18537,Lucy Spears (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,11.0,"1988, November",,DC,1988.0
18538,Thaddeus Killgrave (New Earth),Public Identity,Bad Characters,Black Eyes,Red Hair,Male Characters,,Living Characters,11.0,"1988, July",,DC,1988.0
18539,Timandra (New Earth),,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,11.0,"1988, November",,DC,1988.0
18540,Amanda McCoy (New Earth),,Neutral Characters,,Brown Hair,Female Characters,,Deceased Characters,11.0,"1987, February",,DC,1987.0
18541,Arnold Beck (New Earth),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Deceased Characters,11.0,"1987, August",,DC,1987.0
18542,Gray Man (New Earth),Secret Identity,,Grey Eyes,Grey Hair,Male Characters,,Living Characters,11.0,"1987, June",,DC,1987.0
18543,Gregor Gregorovich (New Earth),,,,Brown Hair,Male Characters,,Living Characters,11.0,"1987, December",,DC,1987.0
18544,Klaus Cornelius (New Earth),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,11.0,"1987, July",,DC,1987.0
18545,Thoth (New Earth),,Neutral Characters,,,Male Characters,,Living Characters,11.0,"1987, October",,DC,1987.0
18546,Toby Raynes (New Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,Homosexual Characters,Living Characters,11.0,"1987, September",,DC,1987.0
18547,Guido Garibaldi (New Earth),Public Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1986, January",,DC,1986.0
18548,Israel Harel (New Earth),,Bad Characters,,,Male Characters,,Living Characters,11.0,"1986, October",,DC,1986.0
18549,Jeremiah Duncan (New Earth),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,11.0,"1986, June",,DC,1986.0
18550,K.P. Watson (New Earth),Public Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,11.0,"1986, January",,DC,1986.0
18551,Qull (New Earth),Public Identity,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,11.0,1986,,DC,1986.0
18552,Arak Wind-Walker (New Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,11.0,"1985, August",,DC,1985.0
18553,Emma (New Earth),Public Identity,,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,11.0,"1985, June",,DC,1985.0
18554,Phoebe (New Earth),Public Identity,Neutral Characters,,,Female Characters,,Deceased Characters,11.0,"1985, August",,DC,1985.0
18555,Rynoc (New Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,11.0,"1985, August",,DC,1985.0
18556,Sister Anne-Marie (New Earth),,Neutral Characters,Blue Eyes,,Female Characters,,Deceased Characters,11.0,"1985, June",,DC,1985.0
18557,Volk (New Earth),,Good Characters,,,Male Characters,,Living Characters,11.0,"1985, July",,DC,1985.0
18558,Zirral (New Earth),Public Identity,,,,Female Characters,,Living Characters,11.0,"1985, August",,DC,1985.0
18559,Bruno George (New Earth),Public Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,11.0,"1984, September",,DC,1984.0
18560,Mister Smith (New Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,11.0,"1984, April",,DC,1984.0
18561,Rosie (New Earth),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Deceased Characters,11.0,"1984, May",,DC,1984.0
18562,Steamroller (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,"1984, May",,DC,1984.0
18563,Synn (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1984, December",,DC,1984.0
18564,Alonzo Dulak (New Earth),,Bad Characters,White Eyes,White Hair,Male Characters,,Living Characters,11.0,"1983, September",,DC,1983.0
18565,Deeter (New Earth),,Good Characters,Black Eyes,Red Hair,Male Characters,,Living Characters,11.0,"1983, March",,DC,1983.0
18566,Frederick DeLamb (New Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,11.0,"1983, August",,DC,1983.0
18567,Lady Sapphire (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1983, September",,DC,1983.0
18568,Laethwen (New Earth),Public Identity,Good Characters,Red Eyes,Red Hair,Female Characters,,Deceased Characters,11.0,"1983, September",,DC,1983.0
18569,Maaldor (New Earth),Public Identity,Bad Characters,Red Eyes,Red Hair,Male Characters,,Deceased Characters,11.0,"1983, April",,DC,1983.0
18570,Max (New Earth),,Good Characters,,,,,Living Characters,11.0,"1983, October",,DC,1983.0
18571,Mica Love (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,11.0,"1983, July",,DC,1983.0
18572,Spol (New Earth),Secret Identity,Good Characters,Red Eyes,,Male Characters,,Living Characters,11.0,"1983, September",,DC,1983.0
18573,Jefferson Jackson (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1982, June",,DC,1982.0
18574,Jennifer Long (New Earth),Public Identity,,,Brown Hair,Female Characters,,Deceased Characters,11.0,"1982, September",,DC,1982.0
18575,Ronald Evers (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1982, June",,DC,1982.0
18576,Alecto (New Earth),,Bad Characters,,,Female Characters,,Living Characters,11.0,"1981, October",,DC,1981.0
18577,Megaera (New Earth),,Bad Characters,,,Female Characters,,Living Characters,11.0,"1981, October",,DC,1981.0
18578,Valoric (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11.0,"1979, October",,DC,1979.0
18579,Four-Eyes (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,11.0,"1976, July",,DC,1976.0
18580,Beowulf (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11.0,"1975, May",,DC,1975.0
18581,Timothy Ravenwind (New Earth),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,11.0,"1973, August",,DC,1973.0
18582,Eve Donner (New Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,11.0,"1972, July",,DC,1972.0
18583,Luigi (New Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,11.0,"1972, December",,DC,1972.0
18584,Tigra (New Earth),Public Identity,Neutral Characters,Black Eyes,Red Hair,Female Characters,,Deceased Characters,11.0,"1972, March",,DC,1972.0
18585,Alex Olsen (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11.0,"1971, July",,DC,1971.0
18586,Claudia Shane (New Earth),Secret Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,11.0,"1971, March",,DC,1971.0
18587,Esak (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,11.0,"1971, September",,DC,1971.0
18588,Gnarrk (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,"1971, April",,DC,1971.0
18589,Olivia Reynolds (New Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,11.0,"1969, September",,DC,1969.0
18590,Lart (New Earth),Public Identity,Good Characters,Black Eyes,Blond Hair,Male Characters,,Living Characters,11.0,"1968, May",,DC,1968.0
18591,Rae Hall (New Earth),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,11.0,"1968, November",,DC,1968.0
18592,Bertram Larvan (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,"1966, September",,DC,1966.0
18593,Kerry (New Earth),,Bad Characters,,,Male Characters,,Deceased Characters,11.0,"1966, March",,DC,1966.0
18594,Shaggy Man I (New Earth),Public Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"1966, June",,DC,1966.0
18595,Warlock of Ys (New Earth),Public Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,11.0,"1966, January",,DC,1966.0
18596,Nicholas Galtry (New Earth),,Bad Characters,,,Male Characters,,Living Characters,11.0,"1965, December",,DC,1965.0
18597,Steven Savage (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11.0,"1965, December",,DC,1965.0
18598,Iona Vane (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,11.0,"1961, October",,DC,1961.0
18599,Musketeer (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1955, January",,DC,1955.0
18600,Walter Trigger (New Earth),Public Identity,Good Characters,Blue Eyes,Orange Hair,Male Characters,,Living Characters,11.0,"1951, May",,DC,1951.0
18601,Wayne Trigger (New Earth),Public Identity,Good Characters,Blue Eyes,Orange Hair,Male Characters,,Living Characters,11.0,"1951, May",,DC,1951.0
18602,Mars (New Earth),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,11.0,"1944, May",,DC,1944.0
18603,Ian Karkull (New Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,11.0,"1941, July",,DC,1941.0
18604,Richard Dare (New Earth),,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,11.0,"1941, October",,DC,1941.0
18605,Rose Psychic (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,11.0,"1937, March",,DC,1937.0
18606,Red Panzer IV (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11.0,,,DC,
18607,Gernsback (New Earth),,Good Characters,,,Male Characters,,Living Characters,11.0,,,DC,
18608,Henry Cosgei (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,11.0,,,DC,
18609,Bilal Asselah (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,10.0,"2011, February",,DC,2011.0
18610,Elizabeth Fleischmann (New Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,10.0,"2010, May",,DC,2010.0
18611,Hila (New Earth),Secret Identity,Bad Characters,Blue Eyes,Purple Hair,Female Characters,,Living Characters,10.0,"2010, August",,DC,2010.0
18612,Kenneth Wisdom (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,10.0,"2010, February",,DC,2010.0
18613,Paul Lincoln (New Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,10.0,"2010, July",,DC,2010.0
18614,Dexter Nichols (New Earth),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,10.0,"2009, July",,DC,2009.0
18615,William Cayce (New Earth),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,10.0,"2009, October",,DC,2009.0
18616,Alex Merkel (New Earth),Secret Identity,Bad Characters,Blue Eyes,,Female Characters,,Living Characters,10.0,"2008, November",,DC,2008.0
18617,Angelica Smith (New Earth),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,10.0,"2008, April",,DC,2008.0
